conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3955cd15-a1fa-4c16-99b4-c39cb17db21d,haitallisten organismien kulkeutumisen estämiseen liittyvät suojatoimenpiteet,released,knowledge,sector-specific,,"Haitallisten organismien kulkeutumisen estämiseen ja niiden leviämisen estämiseen liittyvät kansalliset ja kansainväliset suojatoimenpiteet, esim. kasvien ja kasvituotteiden haitallisten organismien jäsenvaltioihin kulkeutumisen estämiseen liittyvistä suojatoimenpiteistä annettu neuvoston direktiivi 2000/29/EY.",http://data.europa.eu/esco/isced-f/0522,elinympäristöt ja luonto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/395ace35-e463-4dc7-8181-c2dd43885107,tehdä toteutettavuustutkimus lämpöpumpuista,released,skill/competence,sector-specific,,"Arvioida lämpöpumppujärjestelmän potentiaalia. Toteuttaa standardoitu tutkimus, jotta voidaan määrittää kustannukset ja rajoitukset, ja tehdä tutkimusta päätöksenteon tueksi.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,tehdä kannattavuustutkimus | analysoida liiketoimintaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/397412dc-47c4-4580-82d0-15a9f9a86ea2,suunnitella kuivatuskaivojärjestelmiä,released,skill/competence,sector-specific,suunnitella sadevesikaivojärjestelmiä,"Suunnitella järjestelmiä, joita on asuinrakennuksissa sekä julkisissa kiinteistöissä, kuten kaduilla ja julkisten rakennusten katoilla, ja jotka kuljettavat ylimääräisen veden pois näiltä alueilta. Ne auttavat tulvien ehkäisemisessä, poistavat sadevettä ja minimoivat voimakkaiden myrskyjen aiheuttaman vaaran siirtämällä käsittelemätöntä vettä luontoon.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,suunnitella rakenteita tai tiloja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a2f0b3f-8203-466f-89f9-207316ade4da,hävittää juotosjätteet,released,skill/competence,occupation-specific,,Kerätä ja kuljettaa juotosjätettä vaarallisille jätteille tarkoitetuissa erikoissäiliöissä.,http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f | http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a | http://data.europa.eu/esco/skill/5e433def-210d-4dfa-bf07-dbf6d04e0eaa | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,vastata jätteistä | hävittää vaarallista jätettä | hävittää jätteitä | käsitellä ja hävittää vaarallisia materiaaleja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a519990-ae6c-4c8b-a827-2bf96d949940,hallinnoida luonnon- ja kulttuuriperinnön suojelua,released,skill/competence,sector-specific,,"Käyttää matkailun tuottoja ja lahjoituksia luonnonsuojelualueiden ja aineettoman kulttuuriperinnön, kuten yhteisöjen käsitöiden, laulujen ja tarinoiden, rahoittamiseen ja suojeluun.
   ",http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,hoitaa määrärahoja tai varoja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a560dc4-ee2e-4437-b94f-c076a2b5f25e,tarkastaa vesikaivoja,released,skill/competence,cross-sector,,"Tutkia, ovatko vesikaivot saastuneita ja vastaavatko ne rakennusstandardeja. Määrätä kaivo tarvittaessa suljettavaksi.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,valvoa turvallisuutta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3b4f2a64-9884-4f3d-8020-44dc95919a7c,suunnitella eristyskonsepti,released,skill/competence,sector-specific,,"Suunnitella eristyksen yksityiskohdat ja kylmäsiltoja koskevat ratkaisut. Valita sopivin eristemateriaali rakennuksen tarpeiden perusteella.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,suunnitella sähkö- tai elektroniikkajärjestelmiä tai -laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3b73a161-be59-4079-815e-b4879f9b20b5,kaasunkulutus,released,knowledge,sector-specific,,"Tekijät, jotka liittyvät asunnon tai laitoksen kaasunkulutuksen laskentaan ja arviointiin, sekä menetelmät, joilla kaasunkulutusta voidaan vähentää tai tehostaa.",http://data.europa.eu/esco/isced-f/0713,sähkö ja energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3bf93cf6-2b6f-46ad-b0ba-3b161379bac1,suorittaa valikoiva purkaminen,released,skill/competence,sector-specific,,"Purkaa rakenteita tai niiden osia käyttämällä valikoivaa purkamista. Tunnistaa rakennuksen eri materiaalit ja arvioida niiden uudelleenkäytettävyyttä ja arvoa. Poistaa uudelleen käytettävät materiaalit vahingoittamatta niitä.
	",http://data.europa.eu/esco/skill/59c46f34-bffd-4859-adf4-3839c2a73821,rakentaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889,geotermiset energiajärjestelmät,released,knowledge,sector-specific,,"Geotermistä energiaa käyttämällä tuotetut matalalämpötilainen lämmitys ja korkealämpötilainen jäähdytys sekä niiden panos energiatehokkuuteen.
	",http://data.europa.eu/esco/isced-f/0713,sähkö ja energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d69b305-4051-4c1d-ba1e-d8c5b35e22db,valvoa ympäristötekijöitä,released,skill/competence,cross-sector,valvoa ympäristöparametreja,"Tarkastaa valmistuskoneiden ympäristövaikutukset, analysoida lämpötilojen taso, veden laatu ja ilmansaasteet.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,seurata ympäristöolosuhteita | ajatella kriittisesti | ottaa käyttöön tapoja kulutuksen kielteisen vaikutuksen vähentämiseksi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d9873e5-7128-49d9-9048-f72b8ea4b29e,hoitaa metsiä,released,skill/competence,sector-specific,,"Kehittää metsänhoitosuunnitelmia soveltamalla liiketoimintamenetelmiä ja metsänhoidon periaatteita, jotta metsävaroja voitaisiin hoitaa tehokkaasti.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,johtaa operatiivista toimintaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3de6d427-546b-450b-97ba-d3d50eb274da,käyttää vedenpuhdistuslaitteistoa,released,skill/competence,cross-sector,,"Käyttää laitteita, joilla puhdistetaan ja kirkastetaan vettä, käsitellään jätevettä, ilmaa ja kiinteitä aineita, kierrätetään tai juoksutetaan käsiteltyä vettä ja tuotetaan sähköä, sekä säätää niitä.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"käyttää öljyn, kemikaalien tai veden käsittelyn järjestelmiä tai laitteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3dffcb35-26d4-4fee-8517-002f9e40508a,integroida biokaasuenergia rakennuksiin,released,skill/competence,sector-specific,,"Suunnitella ja laskea lämmitystä ja lämmintä käyttövettä koskevia järjestelmiä, joissa käytetään biokaasua.
	",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"asentaa lämmitys-, ilmanvaihto- ja ilmastointilaitteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e25fd3e-2bcd-4320-9587-0aadf7fb93b1,neuvoa maaperän ja vesien suojelussa,released,skill/competence,sector-specific,,"Antaa neuvoja menetelmistä, joilla voidaan suojella maaperää ja veden lähteitä pilaantumiselta, kuten maaperän eroosiota aiheuttavalta nitraattien huuhtoutumiselta.
    ",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,neuvoa ympäristökysymyksissä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e37d714-4d65-416d-a138-46f7e2a98073,suunnitella lämpöpumppujärjestelmiä,released,skill/competence,sector-specific,,"Suunnitella lämpöpumppujärjestelmä, mihin sisältyvät myös laskelmat, jotka koskevat lämpöhäviötä ja lämmönsiirtymistä, tarvittavaa kapasiteettia, yksi- tai kaksiarvoisuutta, energiatasetta ja melun vähentämistä.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,suunnitella sähkö- tai elektroniikkajärjestelmiä tai -laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ecde258-d1c6-4d6a-bfa7-ec4c5e4fc700,kehittää vihreitä sekoitusratkaisuja,released,skill/competence,occupation-specific,,"Kehittää sekoitusratkaisuja, joissa käytetään synteettisten ainesosien sijaan biologisia ainesosia. Arvioidaan kasviöljyjen, täytteiden ja polymeerien potentiaalia ja niiden viimeaikaista kehitystä.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,laatia toimintaperiaatteita ja -menettelyjä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,edistää kestävän liikenteen käyttöä,released,skill/competence,sector-specific,,"Edistää kestävän liikenteen käyttöä, jotta voidaan vähentää liikennejärjestelmien hiilijalanjälkeä ja melua sekä parantaa niiden turvallisuutta ja tehokkuutta. Määrittää kestävän liikenteen käyttöä koskevia tuloksia, asettaa tavoitteita kestävän liikenteen käytön edistämiseksi ja ehdottaa ympäristöystävällisiä liikennevaihtoehtoja.
   ",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,puhua kestävän kehityksen puolesta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24,suorittaa ympäristötutkimuksia,released,skill/competence,sector-specific,,"Tehdä tarvittavat ympäristötutkimukset, tarkastaa sääntelymenettelyt, mahdolliset oikeustoimet tai muun tyyppiset valitukset.",http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe,tehdä rikosteknistä tai poliisitutkintaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4021ae85-8f3d-44e8-ac64-eeebac97f3ce,riistaeläinlajitietous,released,knowledge,sector-specific,,"Kyseessä olevan riistaeläinlajin, myös riistalintujen, hirvieläinten ja kalojen, biologian ja ekologian ymmärtäminen.",http://data.europa.eu/esco/isced-f/0511,biologia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,ennallistaa luonnonympäristöjä koeporausten jälkeen,released,skill/competence,occupation-specific,,"Palauttaa porauspaikka luontaiseen tilaan, jos porausta ei tehdä.",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,kehittää ratkaisuja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,jätehuolto,released,knowledge,cross-sector,,"Jätteiden keräämisen, kuljetuksen, käsittelyn ja hävittämisen yhteydessä käytettävät menetelmät, materiaalit ja määräykset. Tähän sisältyy jätteen kierrätys ja loppusijoituksen valvonta.",http://data.europa.eu/esco/isced-f/1021,puhtaanapito
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a,hävittää vaarallista jätettä,released,skill/competence,cross-sector,,"Hävittää vaaralliset materiaalit, kuten kemialliset tai radioaktiiviset aineet, ympäristömääräysten sekä terveys- ja turvallisuusmääräysten mukaisesti.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/5e433def-210d-4dfa-bf07-dbf6d04e0eaa | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176,käsitellä ja hävittää vaarallisia materiaaleja | hävittää jätteitä | noudattaa työssään varotoimenpiteitä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41168850-6e3f-4fc8-afd5-9337f0c66190,arvioida vesiviljelytoiminnan ympäristövaikutuksia,released,skill/competence,sector-specific,,"Mitata yrityksen vesiviljelytoiminnan ympäristövaikutuksia. Huomioida esimerkiksi meri- ja pintaveden, kalojen ja merenpohjan elinympäristöjen laatu sekä ilmaa, hajuun ja meluun liittyvät riskit.",http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,arvioida ympäristövaikutuksia | mitata määritellyn vesiviljelytoiminnan vaikutuksia | seurata ympäristöolosuhteita | hallita toimintojen ympäristövaikutuksia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e,kestävä metsänhoito,released,knowledge,sector-specific,,"Metsäalojen hoito ja käyttö sellaisella tavalla ja tehokkuudella, että ne säilyttävät tuottavuutensa, biologisen monimuotoisuutensa, uusiutumiskykynsä, elinvoimansa ja kykynsä täyttää nykyisin ja tulevaisuudessa asiaankuuluvat ekologiset, taloudelliset ja yhteiskunnalliset tehtävänsä paikallisella, kansallisella ja maailmanlaajuisella tasolla aiheuttamatta haittaa muille ekosysteemeille.
	",http://data.europa.eu/esco/isced-f/0821,metsätalous
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,kestävyysraportoinnin maailmanlaajuiset standardit,released,knowledge,sector-specific,,"Maailmanlaajuinen standardoitu raportointikehys, jonka avulla organisaatiot voivat määrittää ympäristöön, yhteiskuntaan tai hallintoon liittyvän vaikutuksensa ja viestiä siitä.
	",http://data.europa.eu/esco/isced-f/0412,"rahoitus-, pankki- ja vakuutusala"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/442328a8-8a11-4e15-b80c-402a9bd5844d,tutkia ilmastoprosesseja,released,skill/competence,cross-sector,,Tehdä tutkimusta ilmakehässä esiintyvistä tapahtumista ilmakehän osien ja olosuhteiden vuorovaikutuksen ja muutosten aikana.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,tehdä akateemista tutkimusta tai markkinatutkimusta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44493977-83c4-49e0-88b2-28435da57cd0,minimoida ympäröivään alueeseen kohdistuvat ympäristövaikutukset,released,skill/competence,occupation-specific,,"Minimoida materiaalien hävikki ja hävittää jätteet asianmukaisesti. Minimoida kasveille, ominaisuuksille ja ympäröiville alueille aiheutuvat vahingot.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,käyttää maa- tai metsätalouslaitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d,mitata määritellyn vesiviljelytoiminnan vaikutuksia,released,skill/competence,sector-specific,,"Tunnistaa ja mitata vesiviljelylaitosten ympäristöön kohdistuvia biologisia ja fysikaalis-kemiallisia vaikutuksia. Tehdä kaikki tarvittavat testit, mukaan lukien analysoitavien näytteiden keruu ja käsittely.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,mitata ulottuvuuksia ja niihin liittyviä ominaisuuksia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44a4f189-7414-402c-9c1d-c85743f34d0c,pitää kirjaa kierrätyksestä,released,skill/competence,cross-sector,,"Pitää kirjaa ja käsitellä tietoja ja lukuja, jotka koskevat eri kierrätystoimien luonnetta ja määrää.",http://data.europa.eu/esco/skill/7837ef5c-2c81-4a89-8227-b4d4f1f7331e | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,säilyttää ammatillista toimintaa koskevat tiedot | ylläpitää operatiivisia tietoja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450aeb6d-5f23-4e08-b088-3bbefbfb9f2d,vesiekologia,released,knowledge,cross-sector,akvaattinen ekologia | vesien ekologia,"Vesiekologiassa tutkitaan vesieliöitä, niiden vuorovaikutusta, elinympäristöä ja toimintaa.",http://data.europa.eu/esco/isced-f/0521,ympäristötieteet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4562497f-836c-415a-b5ce-4ec3b5766d09,ehdottaa vaihtoehtoisia kumisekoituksen raaka-aineita,released,skill/competence,occupation-specific,,"Tunnistaa kumisekoitusten sisältämät mahdollisesti myrkylliset raaka-aineet ja ehdottaa vaihtoehtoisia raaka-aineita tai sekoitteita, joilla on samankaltaisia ominaisuuksia.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,kehittää ratkaisuja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/458d8ab9-a385-4e78-9638-1c3f9ce3c586,hävittää kemikaaleja,released,skill/competence,sector-specific,,"Hävittää kemikaalit ja hoidot turvallisesti alueen jätehuoltomenettelyjen mukaisesti.
	",http://data.europa.eu/esco/skill/18f36e41-209a-4691-8381-e830eddbaae1 | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/2416dc09-6384-409e-8b1d-80bb7a2e7369,hallinnoida kemiallisia reagensseja | käsitellä ja hävittää vaarallisia materiaaleja | käsitellä kemikaaleja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b2a257-1c28-4c84-bc71-a4871e398c54,tutkia mahdollisia tuulipuistojen sijaintipaikkoja,released,skill/competence,sector-specific,,"Tehdä tutkimusta paikan päällä ja käyttää tuulikarttoja, jotta voidaan arvioida tuulipuistojen rakentamiseen mahdollisesti soveltuvia sijainteja, sekä tehdä seurantatutkimuksia paikalla rakennussuunnitelmien laatimisen tueksi.",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,arvioida maa- tai kiinteistöomaisuutta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b79278-465a-4eed-8809-369318bab119,kehittää puhdistusstrategioita,released,skill/competence,sector-specific,kehittää kunnostusstrategioita,"Tehdä kenttätutkimuksia ja antaa ohjeita alueista, jossa maaperä tai pohjavesi on pilaantunutta, teollisuuslaitoksissa ja kaivosalueilla. Kehittää menetelmiä, joilla voidaan varastoida kaivettua maa-ainesta. Kehittää strategioita, joilla kaivosalueet voidaan palauttaa luonnolliseen tilaan.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,laatia toimintaperiaatteita ja -menettelyjä | laatia ympäristönkunnostusstrategioita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/461ff70c-d675-4cae-aa10-24efbbc3a1ce,valvoa viljantuotantoa,released,skill/competence,sector-specific,,"Valvoa ja analysoida viljantuotannon kokonaismäärää, jotta varmistetaan tehokas tuotantoprosessi, ottaen huomioon ympäristösäännökset.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,johtaa operatiivista toimintaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46454506-fb7c-4ad7-84e0-d4a6a5589ea1,nollaenergiatalojen suunnittelu,released,knowledge,sector-specific,,"Suunnittelu- ja rakennusperiaate, jonka mukaan rakennuksen käyttämän energian nettomäärä on yhtä suuri kuin rakennuksen itsensä luoma uusiutuvan energian määrä. Käsitteellä tarkoitetaan itsensä ylläpitäviä rakenteita.",http://data.europa.eu/esco/isced-f/0731,arkkitehtuuri ja kaupunkisuunnittelu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4669d245-31b4-4695-ba92-2eea6e965255,kaasun epäpuhtauksien poistoprosessit,released,knowledge,sector-specific,,"Prosessit, jossa poistetaan elohopean, typen ja heliumin kaltaisia epäpuhtauksia maakaasusta; tekniikat, kuten aktiivihiili ja molekyyliseulat ja poistettujen materiaalien talteenotto, jos se on kaupallisesti kannattavaa.",http://data.europa.eu/esco/isced-f/0711,kemian tekniikka ja prosessit
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/467cfa0a-f6d8-4f07-a770-11d2ea3546cd,vähentää parkituksen päästöjä,released,skill/competence,sector-specific,,"Muokata viimeistelytoimintojen sisältöä kunkin nahkamarkkinakohteen tyypin mukaan haihtuvien orgaanisten yhdisteiden päästöjen vähentämiseksi.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,noudattaa ympäristönsuojelulakeja ja -normeja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,puhua kestävän kehityksen puolesta,released,skill/competence,cross-sector,,"Edistää kestävää kehitystä suhteessa yleisöön, kollegoihin ja ammattilaisiin pitämällä puheita, opastetuilla kierroksilla, näytöksillä ja työpajoilla.",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"edistää tuotteiden, palvelujen tai ohjelmien myyntiä"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,noudattaa ympäristöystävällisiä käytäntöjä elintarvikkeiden jalostuksessa,released,skill/competence,sector-specific,,"Varmistaa ympäristöystävälliset käytännöt luonnonantimien, kuten lihan, hedelmien ja vihannesten, käsittelyssä. Tämä tarkoittaa sitä, että aineksia käsitellään mahdollisimman tehokkaasti ja ympäristöä säästävällä tavalla samalla kun ekosysteemiin kohdistuvia paineita pyritään rajoittamaan.",http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,arvioida oman toiminnan ympäristövaikutusta | ottaa käyttöön tapoja kulutuksen kielteisen vaikutuksen vähentämiseksi | noudattaa ympäristönsuojelulakeja ja -normeja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49298916-2090-4b08-ac57-5cfedaa5af36,pienentää jalkinevalmistuksen ympäristövaikutuksia,released,skill/competence,sector-specific,,Arvioida jalkineiden tuotannon ympäristövaikutuksia ja minimoida ympäristöriskit. Vähentää ympäristön kannalta haitallisia työmenetelmiä jalkineiden valmistuksen eri vaiheissa.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,ottaa käyttöön tapoja kulutuksen kielteisen vaikutuksen vähentämiseksi | arvioida ympäristövaikutuksia | neuvoa ympäristökysymyksissä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4aba6668-6118-4953-804b-869cef94422a,hävittää vaaratonta jätettä,released,skill/competence,cross-sector,hävittää tavanomaista jätettä,"Hävittää jätettä, joka ei aiheuta vaaraa terveydelle ja turvallisuudelle, kierrätys- ja jätehuoltomenettelyjen mukaisella tavalla.",http://data.europa.eu/esco/skill/5e433def-210d-4dfa-bf07-dbf6d04e0eaa | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,hävittää jätteitä | hävittää vaaratonta jätettä tai romua
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b5f0aeb-875b-4afb-befc-2465b45602d8,tarkastaa kierrätyskäytäntöjä,released,skill/competence,sector-specific,,Tarkastaa organisaation jätehuolto- ja kierrätysmenettelyjä ja sovellettava lainsäädäntö vaatimustenmukaisuuden varmistamiseksi.,http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,valvoa operatiivisia toimia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,ottaa käyttöön tapoja kulutuksen kielteisen vaikutuksen vähentämiseksi,released,skill/competence,transversal,,"Noudattaa ympäristökestävyyteen tähtääviä periaatteita, toimintapolitiikkoja ja määräyksiä. Tällaisia ovat esimerkiksi energian, veden kulutuksen ja jätteen vähentäminen, tuotteiden uudelleenkäyttö ja kierrätys sekä osallistuminen yhteistyötalouteen.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,soveltaa ympäristöön liittyviä taitoja ja tietoja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c4235a9-a1fb-403f-a173-37d9297c218c,kierrättää lantaa,released,skill/competence,sector-specific,,"Soveltaa lannan käsittelytekniikoita, jotta lanta voidaan kierrättää orgaanisena maaperän lannoitteena ja vähentää sen ympäristövaikutusta.
   ",http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,hävittää vaaratonta jätettä tai romua
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c5fed97-939f-4050-adc0-7adaf15065e5,suunnitella vesivarojen kehitystyötä,released,skill/competence,occupation-specific,,Seurata sadeveden määrää ja veden käyttöä vesivarojen kehityksen organisoimista varten.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,seurata ympäristöolosuhteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ca83b9d-afa0-49f8-b7af-e4e6a42ad299,kasvintuotannon periaatteet,released,knowledge,sector-specific,,"Viljelykasvien viljelyä, luonnonkiertoa, luonnon hoitoa, kasvuolosuhteita ja luonnonmukaista ja kestävää tuotantoa koskevat periaatteet. Siementen, kasvien ja viljelykasvien laatukriteerit ja -vaatimukset.",http://data.europa.eu/esco/isced-f/0811,maanviljely ja kotieläintalous
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d032f82-6279-48e6-9892-116440a071e3,antaa neuvoja saastumisen ennaltaehkäisystä,released,skill/competence,cross-sector,antaa neuvoja pilaantumisen ehkäisemisestä,"Antaa yksityishenkilöille ja organisaatioille neuvoja sellaisten toimien kehittämisestä ja täytäntöönpanosta, joilla ehkäistään saastumista ja siihen liittyviä riskejä.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,neuvoa ympäristökysymyksissä | neuvoa muita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e09e2d2-e317-47d2-bf5e-1d6c66be3efc,rakennusten energiatehokkuus,released,knowledge,cross-sector,,"Tekijät, jotka vähentävät rakennusten energiankulutusta. Tähän tarkoitukseen käytettävät rakennus- ja kunnostustekniikat. Rakennusten energiatehokkuutta koskeva lainsäädäntö ja menettelyt.",http://data.europa.eu/esco/isced-f/0713,sähkö ja energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e0a7f6e-b546-4cc6-9f8b-53e4fa31a426,suunnitella älyverkkoja,released,skill/competence,sector-specific,,"Suunnitella ja laskea älyverkkojärjestelmä muun muassa jäähdytystarpeen, pysyvyyskäyrien ja energiasimulaatioiden perusteella.
   ",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,suunnitella sähkö- tai elektroniikkajärjestelmiä tai -laitteita
